-15 0.0010964912
-14 0.0021929825
-13 0.0035331384
-12 0.0048732943
-11 0.0062743665
-10 0.0076754386
-9 0.0099293372
-8 0.0121832359
-7 0.0208942495
-6 0.0296052632
-5 0.0416057505
-4 0.0536062378
-3 0.0662768031
-2 0.0789473684
-1 0.1003898635
0 0.1218323587
1 0.1003898635
2 0.0789473684
3 0.0662768031
4 0.0536062378
5 0.0416057505
6 0.0296052632
7 0.0208942495
8 0.0121832359
9 0.0099293372
10 0.0076754386
11 0.0062743665
12 0.0048732943
13 0.0035331384
14 0.0021929825
15 0.0010964912
