-15 0.0012359619
-14 0.0041198730
-13 0.0053558350
-12 0.0137329102
-11 0.0094757080
-10 0.0178527832
-9 0.0190887451
-8 0.0457763672
-7 0.0232086182
-6 0.0315856934
-5 0.0273284912
-4 0.0595092773
-3 0.0369415283
-2 0.0636291504
-1 0.0648651123
0 0.1525878906
1 0.0648651123
2 0.0636291504
3 0.0369415283
4 0.0595092773
5 0.0273284912
6 0.0315856934
7 0.0232086182
8 0.0457763672
9 0.0190887451
10 0.0178527832
11 0.0094757080
12 0.0137329102
13 0.0053558350
14 0.0041198730
15 0.0012359619
