-15 0.0003125000
-14 0.0006250000
-13 0.0009375000
-12 0.0012500000
-11 0.0015625000
-10 0.0018750000
-9 0.0021875000
-8 0.0025000000
-7 0.0171875000
-6 0.0318750000
-5 0.0465625000
-4 0.0612500000
-3 0.0759375000
-2 0.0906250000
-1 0.1053125000
0 0.1200000000
1 0.1053125000
2 0.0906250000
3 0.0759375000
4 0.0612500000
5 0.0465625000
6 0.0318750000
7 0.0171875000
8 0.0025000000
9 0.0021875000
10 0.0018750000
11 0.0015625000
12 0.0012500000
13 0.0009375000
14 0.0006250000
15 0.0003125000
